application_id,app_name ,lob,app_team_DL ,ucd_comp_name ,circle_name ,LI_is_DU ,app_lead ,scm_url ,scm_type ,job_url,jenkins_team_name ,job_type ,is_template_used ,is_trunk_based ,build_tool ,technology,template_name ,template_catalog_used ,created_date_time ,is_public_cloud ,public_cloud_tool ,job_status ,deployment_tool ,is_unit_test_enabled ,is_pmd_enabled ,is_clover_enabled ,is_jacoco_enabled ,is_lint_enabled ,is_cobertura_enabled ,is_code_quality_enabled ,is_integration_test_enabled ,integration_test_tool,is_black_duck_enabled ,deployed_buildpack_name ,detected_buildpack,buildpack_version ,pcf_app_name ,pcf_app_last_updated,pcf_app_last_push ,gradle_image ,node_image ,gradle_image_status ,node_image_status ,is_app_scan_enabled ,foundation ,kaniko_image ,python_image ,soapui_image ,kaniko_image_status ,python_image_status ,soapui_image_status ,job_style,ucd_app_name ,unknown_image,bdh_critical ,bdh_high ,bdh_medium ,bdh_low ,is_myapproval_enabled ,is_hsp_prod_enabled ,bdh_url,bdh_tags,branch_coverage,class_coverage,complexity_score,instruction_coverage,line_coverage,method_coverage,clover_total_covered,clover_total_missed,clover method coverage,clover_conditions_coverage,clover_statements coverage,is_prod_enabled,environment,target_infrastructure
175,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
176,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
177,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
178,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
179,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
180,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
181,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
182,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
183,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
184,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
185,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
186,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
187,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
188,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
189,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
190,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
191,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
192,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
193,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
194,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
195,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
196,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
197,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
198,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
199,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
200,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,y,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
201,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
202,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
203,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
204,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
205,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
206,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
207,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
208,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
209,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
210,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
211,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
212,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
213,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
214,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
215,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
216,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
217,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
218,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
219,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
220,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
221,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
222,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,ocf,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
223,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
224,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
225,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
226,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog3,na,y,ocf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
227,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,ocf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
228,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,onprem,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
229,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,onprem,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
230,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,onprem,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
231,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
232,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
233,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
234,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
